report_type,organization,platform,metric,target,date,dim1,dim2,value
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2019-12-01,A,YY,3242
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2019-12-01,A,ZZ,3243
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2019-12-01,B,XX,3244
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2019-12-01,B,YY,3245
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2019-12-01,B,ZZ,3246
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2019-12-01,C,XX,3247
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2019-12-01,C,YY,3248
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2019-12-01,C,ZZ,3249
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-01-01,A,XX,3250
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-01-01,A,YY,3251
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-01-01,A,ZZ,3252
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-01-01,B,XX,3253
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-01-01,B,YY,3254
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-01-01,B,ZZ,3255
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-01-01,C,XX,3256
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-01-01,C,YY,3257
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-01-01,C,ZZ,3258
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-02-01,A,XX,3259
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-02-01,A,YY,3260
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-02-01,A,ZZ,3261
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-02-01,B,XX,3262
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-02-01,B,YY,3263
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-02-01,B,ZZ,3264
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-02-01,C,XX,3265
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-02-01,C,YY,3266
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-02-01,C,ZZ,3267
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-03-01,A,XX,3268
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-03-01,A,YY,3269
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-03-01,A,ZZ,3270
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-03-01,B,XX,3271
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-03-01,B,YY,3272
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-03-01,B,ZZ,3273
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-03-01,C,XX,3274
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-03-01,C,YY,3275
Report type 2,Organization 3,Platform 2,Metric 1,Title 1,2020-03-01,C,ZZ,3276
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2019-12-01,A,XX,3277
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2019-12-01,A,YY,3278
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2019-12-01,A,ZZ,3279
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2019-12-01,B,XX,3280
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2019-12-01,B,YY,3281
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2019-12-01,B,ZZ,3282
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2019-12-01,C,XX,3283
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2019-12-01,C,YY,3284
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2019-12-01,C,ZZ,3285
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-01-01,A,XX,3286
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-01-01,A,YY,3287
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-01-01,A,ZZ,3288
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-01-01,B,XX,3289
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-01-01,B,YY,3290
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-01-01,B,ZZ,3291
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-01-01,C,XX,3292
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-01-01,C,YY,3293
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-01-01,C,ZZ,3294
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-02-01,A,XX,3295
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-02-01,A,YY,3296
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-02-01,A,ZZ,3297
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-02-01,B,XX,3298
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-02-01,B,YY,3299
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-02-01,B,ZZ,3300
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-02-01,C,XX,3301
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-02-01,C,YY,3302
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-02-01,C,ZZ,3303
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-03-01,A,XX,3304
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-03-01,A,YY,3305
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-03-01,A,ZZ,3306
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-03-01,B,XX,3307
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-03-01,B,YY,3308
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-03-01,B,ZZ,3309
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-03-01,C,XX,3310
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-03-01,C,YY,3311
Report type 2,Organization 3,Platform 2,Metric 1,Title 2,2020-03-01,C,ZZ,3312
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2019-12-01,A,XX,3313
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2019-12-01,A,YY,3314
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2019-12-01,A,ZZ,3315
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2019-12-01,B,XX,3316
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2019-12-01,B,YY,3317
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2019-12-01,B,ZZ,3318
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2019-12-01,C,XX,3319
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2019-12-01,C,YY,3320
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2019-12-01,C,ZZ,3321
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-01-01,A,XX,3322
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-01-01,A,YY,3323
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-01-01,A,ZZ,3324
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-01-01,B,XX,3325
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-01-01,B,YY,3326
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-01-01,B,ZZ,3327
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-01-01,C,XX,3328
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-01-01,C,YY,3329
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-01-01,C,ZZ,3330
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-02-01,A,XX,3331
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-02-01,A,YY,3332
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-02-01,A,ZZ,3333
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-02-01,B,XX,3334
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-02-01,B,YY,3335
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-02-01,B,ZZ,3336
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-02-01,C,XX,3337
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-02-01,C,YY,3338
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-02-01,C,ZZ,3339
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-03-01,A,XX,3340
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-03-01,A,YY,3341
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-03-01,A,ZZ,3342
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-03-01,B,XX,3343
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-03-01,B,YY,3344
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-03-01,B,ZZ,3345
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-03-01,C,XX,3346
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-03-01,C,YY,3347
Report type 2,Organization 3,Platform 2,Metric 1,Title 3,2020-03-01,C,ZZ,3348
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2019-12-01,A,XX,3349
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2019-12-01,A,YY,3350
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2019-12-01,A,ZZ,3351
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2019-12-01,B,XX,3352
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2019-12-01,B,YY,3353
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2019-12-01,B,ZZ,3354
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2019-12-01,C,XX,3355
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2019-12-01,C,YY,3356
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2019-12-01,C,ZZ,3357
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-01-01,A,XX,3358
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-01-01,A,YY,3359
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-01-01,A,ZZ,3360
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-01-01,B,XX,3361
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-01-01,B,YY,3362
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-01-01,B,ZZ,3363
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-01-01,C,XX,3364
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-01-01,C,YY,3365
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-01-01,C,ZZ,3366
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-02-01,A,XX,3367
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-02-01,A,YY,3368
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-02-01,A,ZZ,3369
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-02-01,B,XX,3370
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-02-01,B,YY,3371
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-02-01,B,ZZ,3372
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-02-01,C,XX,3373
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-02-01,C,YY,3374
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-02-01,C,ZZ,3375
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-03-01,A,XX,3376
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-03-01,A,YY,3377
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-03-01,A,ZZ,3378
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-03-01,B,XX,3379
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-03-01,B,YY,3380
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-03-01,B,ZZ,3381
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-03-01,C,XX,3382
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-03-01,C,YY,3383
Report type 2,Organization 3,Platform 2,Metric 2,Title 1,2020-03-01,C,ZZ,3384
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2019-12-01,A,XX,3385
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2019-12-01,A,YY,3386
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2019-12-01,A,ZZ,3387
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2019-12-01,B,XX,3388
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2019-12-01,B,YY,3389
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2019-12-01,B,ZZ,3390
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2019-12-01,C,XX,3391
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2019-12-01,C,YY,3392
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2019-12-01,C,ZZ,3393
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-01-01,A,XX,3394
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-01-01,A,YY,3395
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-01-01,A,ZZ,3396
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-01-01,B,XX,3397
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-01-01,B,YY,3398
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-01-01,B,ZZ,3399
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-01-01,C,XX,3400
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-01-01,C,YY,3401
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-01-01,C,ZZ,3402
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-02-01,A,XX,3403
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-02-01,A,YY,3404
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-02-01,A,ZZ,3405
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-02-01,B,XX,3406
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-02-01,B,YY,3407
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-02-01,B,ZZ,3408
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-02-01,C,XX,3409
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-02-01,C,YY,3410
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-02-01,C,ZZ,3411
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-03-01,A,XX,3412
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-03-01,A,YY,3413
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-03-01,A,ZZ,3414
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-03-01,B,XX,3415
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-03-01,B,YY,3416
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-03-01,B,ZZ,3417
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-03-01,C,XX,3418
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-03-01,C,YY,3419
Report type 2,Organization 3,Platform 2,Metric 2,Title 2,2020-03-01,C,ZZ,3420
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2019-12-01,A,XX,3421
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2019-12-01,A,YY,3422
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2019-12-01,A,ZZ,3423
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2019-12-01,B,XX,3424
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2019-12-01,B,YY,3425
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2019-12-01,B,ZZ,3426
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2019-12-01,C,XX,3427
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2019-12-01,C,YY,3428
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2019-12-01,C,ZZ,3429
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-01-01,A,XX,3430
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-01-01,A,YY,3431
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-01-01,A,ZZ,3432
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-01-01,B,XX,3433
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-01-01,B,YY,3434
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-01-01,B,ZZ,3435
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-01-01,C,XX,3436
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-01-01,C,YY,3437
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-01-01,C,ZZ,3438
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-02-01,A,XX,3439
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-02-01,A,YY,3440
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-02-01,A,ZZ,3441
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-02-01,B,XX,3442
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-02-01,B,YY,3443
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-02-01,B,ZZ,3444
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-02-01,C,XX,3445
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-02-01,C,YY,3446
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-02-01,C,ZZ,3447
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-03-01,A,XX,3448
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-03-01,A,YY,3449
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-03-01,A,ZZ,3450
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-03-01,B,XX,3451
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-03-01,B,YY,3452
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-03-01,B,ZZ,3453
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-03-01,C,XX,3454
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-03-01,C,YY,3455
Report type 2,Organization 3,Platform 2,Metric 2,Title 3,2020-03-01,C,ZZ,3456
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2019-12-01,A,XX,3457
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2019-12-01,A,YY,3458
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2019-12-01,A,ZZ,3459
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2019-12-01,B,XX,3460
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2019-12-01,B,YY,3461
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2019-12-01,B,ZZ,3462
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2019-12-01,C,XX,3463
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2019-12-01,C,YY,3464
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2019-12-01,C,ZZ,3465
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-01-01,A,XX,3466
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-01-01,A,YY,3467
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-01-01,A,ZZ,3468
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-01-01,B,XX,3469
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-01-01,B,YY,3470
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-01-01,B,ZZ,3471
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-01-01,C,XX,3472
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-01-01,C,YY,3473
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-01-01,C,ZZ,3474
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-02-01,A,XX,3475
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-02-01,A,YY,3476
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-02-01,A,ZZ,3477
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-02-01,B,XX,3478
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-02-01,B,YY,3479
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-02-01,B,ZZ,3480
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-02-01,C,XX,3481
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-02-01,C,YY,3482
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-02-01,C,ZZ,3483
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-03-01,A,XX,3484
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-03-01,A,YY,3485
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-03-01,A,ZZ,3486
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-03-01,B,XX,3487
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-03-01,B,YY,3488
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-03-01,B,ZZ,3489
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-03-01,C,XX,3490
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-03-01,C,YY,3491
Report type 2,Organization 3,Platform 2,Metric 3,Title 1,2020-03-01,C,ZZ,3492
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2019-12-01,A,XX,3493
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2019-12-01,A,YY,3494
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2019-12-01,A,ZZ,3495
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2019-12-01,B,XX,3496
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2019-12-01,B,YY,3497
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2019-12-01,B,ZZ,3498
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2019-12-01,C,XX,3499
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2019-12-01,C,YY,3500
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2019-12-01,C,ZZ,3501
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-01-01,A,XX,3502
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-01-01,A,YY,3503
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-01-01,A,ZZ,3504
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-01-01,B,XX,3505
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-01-01,B,YY,3506
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-01-01,B,ZZ,3507
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-01-01,C,XX,3508
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-01-01,C,YY,3509
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-01-01,C,ZZ,3510
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-02-01,A,XX,3511
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-02-01,A,YY,3512
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-02-01,A,ZZ,3513
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-02-01,B,XX,3514
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-02-01,B,YY,3515
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-02-01,B,ZZ,3516
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-02-01,C,XX,3517
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-02-01,C,YY,3518
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-02-01,C,ZZ,3519
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-03-01,A,XX,3520
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-03-01,A,YY,3521
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-03-01,A,ZZ,3522
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-03-01,B,XX,3523
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-03-01,B,YY,3524
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-03-01,B,ZZ,3525
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-03-01,C,XX,3526
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-03-01,C,YY,3527
Report type 2,Organization 3,Platform 2,Metric 3,Title 2,2020-03-01,C,ZZ,3528
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2019-12-01,A,XX,3529
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2019-12-01,A,YY,3530
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2019-12-01,A,ZZ,3531
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2019-12-01,B,XX,3532
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2019-12-01,B,YY,3533
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2019-12-01,B,ZZ,3534
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2019-12-01,C,XX,3535
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2019-12-01,C,YY,3536
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2019-12-01,C,ZZ,3537
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-01-01,A,XX,3538
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-01-01,A,YY,3539
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-01-01,A,ZZ,3540
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-01-01,B,XX,3541
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-01-01,B,YY,3542
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-01-01,B,ZZ,3543
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-01-01,C,XX,3544
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-01-01,C,YY,3545
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-01-01,C,ZZ,3546
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-02-01,A,XX,3547
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-02-01,A,YY,3548
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-02-01,A,ZZ,3549
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-02-01,B,XX,3550
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-02-01,B,YY,3551
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-02-01,B,ZZ,3552
Report type 2,Organization 3,Platform 2,Metric 3,Title 3,2020-02-01,C,XX,3553
